id,conversation_id,created_at,user_id,username,tweet,mentions,urls,replies_count,retweets_count,likes_count,hashtags,link,near,geo,source
1.32574E+18,1.32574E+18,2020-11-09 10:41:52 CET,436896009,abder2810,"Avec Didier Awadi du Sénégal, Dicko Fils du Burkina Faso et Pheno B du Niger...  Pour une Afrique Libre nous nous battrons !  Bon début de semaine, Bénédictions sur vous et vos familles !  Votre Serviteur Oumarou Abdourahamane  https://t.co/oxVDmgZD5b",[],[],3,1,43,[],https://twitter.com/abder2810/status/1325735349675581440,,,
1.3245E+18,1.3245E+18,2020-11-06 00:56:15 CET,436896009,abder2810,"Chers amis, Chers frères et soeurs,  Mes Chers compatriotes,  Nous avons obtenu l'arrêté définitif portant reconnaissance de notre nouveau Parti Panafricain , l'UNION DES PATRIOTES  PANAFRICANISTES UNPP INCIN AFRICA .  Merci  https://t.co/jSGTyYlrCO",[],[],11,3,74,[],https://twitter.com/abder2810/status/1324500810064166912,,,
1.32332E+18,1.32332E+18,2020-11-02 18:59:34 CET,436896009,abder2810,Joyeux anniversaire grand frère @Claudy_Siar ! Source d'inspiration ✊🏾✊🏾✊🏾  https://t.co/YIgZZ8XgYK,"[{'screen_name': 'claudy_siar', 'name': 'claudy siar', 'id': '344627114'}]",[],0,0,5,[],https://twitter.com/abder2810/status/1323323880807739393,,,
1.32332E+18,1.32332E+18,2020-11-02 18:48:59 CET,436896009,abder2810,Joyeux anniversaire grand frère @Claudy_Siar ! Source d'inspiration ✊🏾✊🏾✊🏾  https://t.co/30Mof0ZlHt,"[{'screen_name': 'claudy_siar', 'name': 'claudy siar', 'id': '344627114'}]",[],1,3,47,[],https://twitter.com/abder2810/status/1323321219991670784,,,
1.32282E+18,1.32282E+18,2020-11-01 09:41:21 CET,436896009,abder2810,"En ce jour 1er Novembre, je souhaite une Bonne fête de la TOUSSAINT à toute la communauté Chrétienne du Niger et à mes Amis Chrétiens du monde entier.  Oumarou Abdourahamane  https://t.co/um3MMjFYWL",[],[],1,1,14,[],https://twitter.com/abder2810/status/1322821015853015040,,,
1.32226E+18,1.32226E+18,2020-10-30 20:33:19 CET,436896009,abder2810,"30 octobre !   Joyeux anniversaire au meilleur joueur de l'histoire mais également de tous les temps !  Happy birthday Diego Armando Maradona !  Bon week-end à tous les passionnés du football,  Oumarou Abdourahamane  https://t.co/MByyuLwndm",[],[],0,0,15,[],https://twitter.com/abder2810/status/1322260310271602688,,,
1.32172E+18,1.32172E+18,2020-10-29 08:42:22 CET,436896009,abder2810,A toutes la communauté Musulmane.  Oumarou Abdourahamane  https://t.co/vQEJwbQPhQ,[],[],2,0,17,[],https://twitter.com/abder2810/status/1321719009885257728,,,
1.32145E+18,1.32144E+18,2020-10-28 15:07:04 CET,436896009,abder2810,@dicko_amy Merci Mi yetti 🙏🙏🙏,[],[],0,0,2,[],https://twitter.com/abder2810/status/1321453434105667584,,,
1.32144E+18,1.32144E+18,2020-10-28 14:13:19 CET,436896009,abder2810,"Je suis né un 28 octobre 1974 à Khartoum ( Soudan). Aujourd'hui c'est bien mon anniversaire,  Je me rends compte que j'ai pris de l'âge et je comprends pourquoi j'ai beaucoup de cheveux 😊  J'ai aujourd'hui 18ans avec 28 ans d'expérience   Merci pour vos vœux  https://t.co/jr8mNvQprJ",[],[],25,1,84,[],https://twitter.com/abder2810/status/1321439908364537856,,,
1.32102E+18,1.32102E+18,2020-10-27 10:22:36 CET,436896009,abder2810, https://t.co/E49glAwy7v,[],[],3,2,34,[],https://twitter.com/abder2810/status/1321019457725235202,,,
1.32029E+18,1.32029E+18,2020-10-25 10:10:08 CET,436896009,abder2810,"celui qui te suit par crainte de ton pouvoir, te trahira dès qu'il sentira le pouvoir t'échapper !   Bon Dimanche à vous, Oumarou Abdourahamane  https://t.co/RZ5ojx9QdA",[],[],4,1,40,[],https://twitter.com/abder2810/status/1320291543501201408,,,
1.31976E+18,1.31976E+18,2020-10-23 23:40:54 CEST,436896009,abder2810,Le livre préféré de certains hommes politiques de notre pays  !  D''ailleurs c'est  leurs programmes politiques !  Le peuple  observe  ! Le peuple n'est pas dupe !   Ils finiront par comprendre !  Oumarou Abdourahamane  https://t.co/eKBVhJBXvy,[],[],3,1,22,[],https://twitter.com/abder2810/status/1319755706631917570,,,
1.3192E+18,1.3192E+18,2020-10-22 11:07:38 CEST,436896009,abder2810,"Nous ne pouvons jamais tolérer la violence, la barbarie  ! C'est un acte inhumain !  Reposes en paix  Samuel Paty Une pensée pour sa famille et ses collègues professeurs !  @ambafr_au_niger @GarciaA35269176 @DiploParl @Elysee @Matignon  #Hommagenational  https://t.co/GT9IBlust4","[{'screen_name': 'ambafr_au_niger', 'name': 'la france au niger', 'id': '4202917391'}, {'screen_name': 'garciaa35269176', 'name': 'alexandre garcia', 'id': '1038934099577253888'}, {'screen_name': 'diploparl', 'name': 'diploparl', 'id': '903177120305881088'}, {'screen_name': 'elysee', 'name': 'élysée', 'id': '16717501'}, {'screen_name': 'matignon', 'name': 'matignon', 'id': '621874680'}]",[],5,0,11,['hommagenational'],https://twitter.com/abder2810/status/1319203752625250310,,,
1.3182E+18,1.3182E+18,2020-10-19 16:47:13 CEST,436896009,abder2810,*** POUVOIR AU PEUPLE ***  https://t.co/iE2rMINhUG,[],[],4,1,31,[],https://twitter.com/abder2810/status/1318202045292290051,,,
1.31781E+18,1.31781E+18,2020-10-18 14:54:41 CEST,436896009,abder2810,"« Lorsqu'on rêve tout seul, ce n'est qu'un rêve alors que lorsqu'on rêve à plusieurs c'est déjà une réalité. L'utopie partagée, c'est le ressort de l'Histoire... ! »  Elder Camara  RÊVONS ENSEMBLE ! RÉALISONS LE ENSEMBLE !  https://t.co/13G1DvOaTQ",[],[],2,2,35,[],https://twitter.com/abder2810/status/1317811340069711873,,,
1.31676E+18,1.31606E+18,2020-10-15 17:26:02 CEST,436896009,abder2810,@ABDOULA76215073 On dit la même chose,[],[],0,0,0,[],https://twitter.com/abder2810/status/1316762262359756802,,,
1.31676E+18,1.31676E+18,2020-10-15 17:22:55 CEST,436896009,abder2810,Hommage à l'homme du 4 Août! GLOIRE ÉTERNELLE AUX MARTYRS  #Sankara #faso #Afrique #Niger  https://t.co/V4cR8L6JTc,[],[],0,1,22,"['sankara', 'faso', 'afrique', 'niger']",https://twitter.com/abder2810/status/1316761478813409280,,,
1.31654E+18,1.31654E+18,2020-10-15 02:54:46 CEST,436896009,abder2810,"15 octobre 1987 - 15 octobre 2020, Cela fait 33 ans qu'ils t'ont assassiné  Cela fait  33 ans que nous  te rendons un hommage mérité chaque année   Tu nous as  demandé :   D'OSER INVENTER L'AVENIR?  ALORS NOUS INVENTERONS L'AVENIR DE NOS NATION ET DU CONTINENT AFRICAIN.  #sankara  https://t.co/0Y7zCZGoFX",[],[],4,5,76,['sankara'],https://twitter.com/abder2810/status/1316543001213239296,,,
1.31606E+18,1.31606E+18,2020-10-13 18:58:10 CEST,436896009,abder2810,"Ces élections  de Décembre prochain au Niger   Je préfère voter  pour 1 vieux de 70 ans  intègre, que de voter pour 1 jeune de 35 ans corrompu  Ils finiront par comprendre !   La patrie ou la mort nous vaincrons ! Pour une Afrique Libre, nous nous battrons !  Bon mardi  à vous,  https://t.co/iyc27hgMvz",[],[],16,1,63,[],https://twitter.com/abder2810/status/1316060675240792070,,,
1.31535E+18,1.31535E+18,2020-10-11 20:13:31 CEST,436896009,abder2810,"France 🇫🇷 VS Portugal 🇵🇹  Je suis un grand supporter des bleus mais aussi de CR7 🤔🤔🤔  Un 3-2 pour l'équipe de France mais avec un doublé Christiano Ronaldo 😊, ça sera pas mal  Oumarou Abdourahamane Passionné du football  https://t.co/T3HwxJBUNK",[],[],3,3,26,[],https://twitter.com/abder2810/status/1315354860439642119,,,
1.31535E+18,1.31535E+18,2020-10-11 19:43:10 CEST,436896009,abder2810,"Si vous voulez détruire 1 pays, Inutile de lui faire une guerre sanglante qui pourrait durer  et couter cher . Il faut détruire son système d'éducation et d'y géneraliser la corruption. Ensuite attendre 20 ans et vous aurez 1 pays constitué d'ignorants et dirigé par des voleurs",[],[],5,1,38,[],https://twitter.com/abder2810/status/1315347224663072769,,,
1.31232E+18,1.31213E+18,2020-10-03 11:03:12 CEST,436896009,abder2810,@dicko_amy Gonga,[],[],0,0,1,[],https://twitter.com/abder2810/status/1312317266873257985,,,
1.311E+18,1.311E+18,2020-09-29 19:43:12 CEST,436896009,abder2810,Il vaut mieux échouer dans l'originalité que de réussir dans l'imitation Herman Melville  Soyez vous même sans complexe ! Soyons nous même sans complexe !  L'Afrique hier L'Afrique aujourd'hui L'Afrique demain   ILS FINIRONT PAR COMPRENDRE IGA HAW GA FAHAM WATARANA ZASSOU GANÉ  https://t.co/WqWhOTIg8v,[],[],3,0,50,[],https://twitter.com/abder2810/status/1310998574751256576,,,
1.31092E+18,1.31092E+18,2020-09-29 14:37:40 CEST,436896009,abder2810,"Même la nuit la plus longue connaîtra le jour !   Felicitation aux camarades de la Société Civile Nigérienne Maikoul Zodi, Moudi Moussa et Halidou Mounkaila enfin libre   Pour rappel, ils étaient incarcérés depuis le 15 MARS 2020, suite à une manifestation #Niger  https://t.co/u6ysWyfCUJ",[],[],0,3,23,['niger'],https://twitter.com/abder2810/status/1310921686200586241,,,
1.30951E+18,1.30951E+18,2020-09-25 17:18:57 CEST,436896009,abder2810,""""" Je suis prêt au sacrifice ultime pour que le Mali redevienne le Mali de nos rêves..."""""" BAH NDAW  Bonne chance au peuple frère du Mali Que le seigneur vous assiste !  Faites honneur au Président MODIBO KEITA !  Oumarou Abdourahamane  #Mali  https://t.co/5ajQSUbyV5",[],[],1,0,23,['mali'],https://twitter.com/abder2810/status/1309512721545691139,,,
1.30947E+18,1.30947E+18,2020-09-25 14:11:23 CEST,436896009,abder2810,"JUMMU'A MUBARAK, QUE LE SEIGNEUR VOUS ASSISTE ET QU'IL BÉNISSE VOS FAMILLES.  BON VENDREDI À VOUS,  OUMAROU ABDOURAHAMANE  https://t.co/JCQBUSwH0I",[],[],0,0,25,[],https://twitter.com/abder2810/status/1309465520098471937,,,
1.3085E+18,1.3085E+18,2020-09-22 21:56:02 CEST,436896009,abder2810, https://t.co/3ClwUsBKZZ,[],[],0,2,14,[],https://twitter.com/abder2810/status/1308495291105120257,,,
1.308E+18,1.308E+18,2020-09-21 12:54:29 CEST,436896009,abder2810,Bon début de semaine à toutes et à tous !  Oumarou Abdourahamane  https://t.co/9FCxCjazJB,[],[],1,5,46,[],https://twitter.com/abder2810/status/1307996615907643393,,,
1.30686E+18,1.30686E+18,2020-09-18 09:56:03 CEST,436896009,abder2810,"Napoléon Bonaparte disait :  « Plus on est grand et moins on doit avoir de volonté ; l’on dépend des événements et des circonstances...  »  Bonne prière du vendredi,  Que le seigneur facilite la succession de ces événements et ces circonstances...  Oumarou Abdourahamane  https://t.co/FJCFY0bggu",[],[],0,1,45,[],https://twitter.com/abder2810/status/1306864548549402625,,,
1.30562E+18,1.30562E+18,2020-09-14 23:29:26 CEST,436896009,abder2810,C'était le 14 septembre 2019.  Non au franc CFA  Notre monnaie= notre Souveraineté  L'AFRIQUE LIBRE OU LA MORT ✊🏾 #cfa #eco #Afrique  https://t.co/greyr17ZuC,[],[],1,2,28,"['cfa', 'eco', 'afrique']",https://twitter.com/abder2810/status/1305619690174251018,,,
1.30551E+18,1.30551E+18,2020-09-14 16:09:22 CEST,436896009,abder2810, https://t.co/XdgbGntD2d,[],['https://www.bbc.com/afrique/region-54142608'],0,1,11,[],https://twitter.com/abder2810/status/1305508945080004608,,,
1.30545E+18,1.30545E+18,2020-09-14 12:26:44 CEST,436896009,abder2810,Le frère et camarade le lanceur d'alerte Bana Ibrahim interpellé encore  pour la nième fois à la PJ police Judiciaire.  Courage frère  ! Never give up !  Soutien !   Oumarou Abdourahamane #justice #Libertedexpression #transparency #ERICAxSLIMCASE  https://t.co/DY0Jjr8KlJ,[],[],1,0,25,"['justice', 'libertedexpression', 'transparency', 'ericaxslimcase']",https://twitter.com/abder2810/status/1305452919194558464,,,
1.3051E+18,1.3051E+18,2020-09-13 12:45:09 CEST,436896009,abder2810,Entant que promotteur de télévision  J'ai assisté ce vendredi 11/09  à une réunion d échanges entre le conseil supérieur de la communication CSC et les promoteurs des médias   sur les textes réglementant l'accès aux candidats aux médias publics  et privés en période électorale.  https://t.co/CL8NMBSHZy,[],[],0,1,35,[],https://twitter.com/abder2810/status/1305095162960449537,,,
1.30197E+18,1.30197E+18,2020-09-04 21:51:48 CEST,436896009,abder2810,"Chers frères et soeurs, Mes chers concitoyens,  J'ai décidé en ce jour saint, de déposer ma démission au poste de Député à l'Assemblée Nationale du Niger.   A très bientôt, Respectivement,  Votre frère, Oumarou Abdourahamane #Niger  https://t.co/LEDD477tNP",[],[],29,23,156,['niger'],https://twitter.com/abder2810/status/1301971242757611523,,,
1.3E+18,1.3E+18,2020-08-30 11:27:10 CEST,436896009,abder2810,"Belle cérémonie d'investiture pour les présidentielles 2020-2021 Bonne chance grand frère @OmarTchiana, que le seigneur t'accompagne. Que le Nom Tchiana retentisse sur toute l'étendue du territoire Nigerien comme dans les 70-80...","[{'screen_name': 'omartchiana', 'name': 'omar tchiana', 'id': '4253520153'}]",[],5,6,78,[],https://twitter.com/abder2810/status/1300002107911737344,,,
1.29905E+18,1.29905E+18,2020-08-27 20:40:59 CEST,436896009,abder2810,"Face à ces situations très difficile que vivent les populations du 5e Arrondissement  de Niamey, entant que Député National, elu au titre de la région de Niamey, j'ai décidé de renoncer à mes indemnités (salaire) du mois Août 2020 pour les soutenir ces familles en détresse.  https://t.co/u2ke68Azw2",[],[],29,20,136,[],https://twitter.com/abder2810/status/1299054318616817664,,,
1.29805E+18,1.29805E+18,2020-08-25 02:15:58 CEST,436896009,abder2810,"Pour l'Afrique et Pour le Niger 🇳🇪, Je ne lâcherai pas, je ne lâcherai jamais...   **LE COMBAT NE FAIT QUE COMMENCER !**  YANZU MANÉ MUNKA FARA  SON KOUL NIR SINE TINE  DJON FOU MINE POUDDI  Votre Serviteur Oumarou Abdourahamane  #Niger #panafricanisme  https://t.co/l1kQamenyV",[],[],4,6,66,"['niger', 'panafricanisme']",https://twitter.com/abder2810/status/1298051457179148291,,,
1.29769E+18,1.29769E+18,2020-08-24 02:26:00 CEST,436896009,abder2810,Paris forever ❤️  #PSGBayern #ChampionsLeague #PSG #ParisSaintGermain #Niger  https://t.co/z3PSPCHZuC,[],[],2,2,12,"['psgbayern', 'championsleague', 'psg', 'parissaintgermain', 'niger']",https://twitter.com/abder2810/status/1297691591935746048,,,
1.29691E+18,1.29691E+18,2020-08-21 22:57:37 CEST,436896009,abder2810,"Entant que Parrain, c'était plaisir de retrouver le Tournoi 🏆 des Grandes vacances de Boukoki de Niamey.  Le Match d'ouverture a opposé Motivation à Génération Foot 0-0  La médaille🏅 Homme du Match revient à Nourdine de Génération Foot !   Vive la jeunesse Nigérienne💪🏽❤️🇳🇪 !  https://t.co/AbSW9ycRMS",[],[],1,0,40,[],https://twitter.com/abder2810/status/1296914375559860229,,,
1.29674E+18,1.29674E+18,2020-08-21 11:16:29 CEST,436896009,abder2810,Au Syndicat des Chefs d'État de la CEDEAO !   Le Peuple a toujours raison et sa volonté est celle de Dieu...  JUMMU'A MUBARAK  Votre Serviteur Oumarou Abdourahamane  #CEDEAO #Mali,[],[],0,1,20,"['cedeao', 'mali']",https://twitter.com/abder2810/status/1296737929088438273,,,
1.29568E+18,1.29568E+18,2020-08-18 13:15:49 CEST,436896009,abder2810,"""La valeur d'un homme ne se mesure pas à son argent, son statut ou ses possessions. La valeur d'un homme réside dans sa personnalité, sa sagesse, sa créativité, son courage,  son indépendance et sa maturité...""  Mark W.B Brinton  Je vous souhaite une agréable journée !  https://t.co/VuXaqP6Gmg",[],[],2,3,43,[],https://twitter.com/abder2810/status/1295680797123411968,,,
1.29508E+18,1.29508E+18,2020-08-16 21:44:12 CEST,436896009,abder2810,"Surtout pas de stresse, surtout pas de Panique !  Vous allez réussir incha Allah !  Je vous souhaite bonne chance pour votre Examen du Baccalauréat !  Votre Serviteur Oumarou Abdourahamane  https://t.co/1A4xxtssc4",[],[],0,0,17,[],https://twitter.com/abder2810/status/1295083961266380804,,,
1.29457E+18,1.29457E+18,2020-08-15 11:46:29 CEST,436896009,abder2810,"L'assomption concerne Marie la mère de Jésus, Et chez nous  les musulmans, nous avons un profond respect pour Marie (Mariam) mère du prophète Issa (Jésus) qui est citée dans le Saint Coran.  Bonne fête de l Assomption à tous mes amis catholique. #Assomption #Niger  https://t.co/P7IZnQkL5s",[],[],1,0,13,"['assomption', 'niger']",https://twitter.com/abder2810/status/1294571153676275712,,,
1.29359E+18,1.29359E+18,2020-08-12 18:55:46 CEST,436896009,abder2810,"Si en Côte d'Ivoire le Premier Ministre,  Hamed Bakayoko  @HamedBakayoko1 est chinois,  Au  Niger je Suis le Chinois de l'Assemblée NATIONALE !   UNE LÉGENDE NE MEURT JAMAIS DAISHI FOREVER  #Arafat4ever #arafatdj  https://t.co/7EHRgV0yRJ","[{'screen_name': 'hamedbakayoko1', 'name': 'hamed bakayoko', 'id': '594727525'}]",[],2,4,38,"['arafat4ever', 'arafatdj']",https://twitter.com/abder2810/status/1293592023002501120,,,
1.29292E+18,1.29292E+18,2020-08-10 22:16:35 CEST,436896009,abder2810, https://t.co/Ewi3SeQAk7,[],[],5,4,21,[],https://twitter.com/abder2810/status/1292917783345455105,,,
1.2928E+18,1.29259E+18,2020-08-10 14:13:07 CEST,436896009,abder2810,"@mouhaimi @ambafr_au_niger @francediplo Je fais partie du peuple Nigérien, je signe toujours votre serviteur. Donc en un mot je reçois les Condoléances venant des autres",[],[],0,0,0,[],https://twitter.com/abder2810/status/1292796115293741056,,,
1.29259E+18,1.29259E+18,2020-08-10 00:44:37 CEST,436896009,abder2810,"8 victimes dans une Attaque dans la localité de Kouré au Niger.   Mes sincères condoléances aux familles des victimes françaises et Nigérienne , mes Condoléances au peuple français. Le terrorisme sera vaincu !  @ambafr_au_niger @francediplo #Niger #France","[{'screen_name': 'ambafr_au_niger', 'name': 'la france au niger', 'id': '4202917391'}, {'screen_name': 'francediplo', 'name': 'france diplomatie🇫🇷', 'id': '29701712'}]",[],2,6,22,"['niger', 'france']",https://twitter.com/abder2810/status/1292592649350918145,,,
1.2925E+18,1.2925E+18,2020-08-09 18:29:39 CEST,436896009,abder2810,Inadmissible et impardonnable  !  Terrorisme ou Banditisme ? ( d'ailleurs c'est la même chose )  on doit  traquer les auteurs de ces actes Barbares  !  Votre Serviteur Oumarou Abdourahamane  https://t.co/Hc5jIjhkIL,[],[],3,2,23,[],https://twitter.com/abder2810/status/1292498284754472965,,,
1.29133E+18,1.29133E+18,2020-08-06 12:48:43 CEST,436896009,abder2810,"A nos leaders politiques,  Sa Majesté le Roi Hassane II disait :  “La politique est un peu semblable à la météo, on progresse par temps clair ou par temps couvert, chaque fois il faut percer les nuages de l’avenir”  Passez une bonne journée,  #Niger  https://t.co/3uugmwoV4s",[],[],0,1,26,['niger'],https://twitter.com/abder2810/status/1291325325272653825,,,
1.29076E+18,1.29076E+18,2020-08-04 23:35:19 CEST,436896009,abder2810,C'était en 2009...  #Sankara #sankaraday #ouaga #BurkinaFaso #Burkina #Niger  https://t.co/q0DEM7VmqQ,[],[],1,2,38,"['sankara', 'sankaraday', 'ouaga', 'burkinafaso', 'burkina', 'niger']",https://twitter.com/abder2810/status/1290763268626284545,,,
1.2907E+18,1.2907E+18,2020-08-04 19:41:50 CEST,436896009,abder2810,"🛑 Le 02 août 1984 le Capitaine Sankara en personne lit ces 2 décrets à la radio:   ”Art 1 : le territoire libre d'Afrique , anciennement Haute-Volta, s'appele désormais Burkina Faso  Art 2 : les habitants sont les burkinabè  Un acte simple et fort  https://t.co/Tc4wZNnDqL",[],[],0,1,17,[],https://twitter.com/abder2810/status/1290704510382477316,,,
1.29008E+18,1.29008E+18,2020-08-03 02:39:27 CEST,436896009,abder2810,"60 ans d'indépendance ?  Non plutôt 60 ans de dépendance !  Ils ont donné les photocopies de cette indépendance à nos parents et grands parents, la nouvelle génération réclamera les copies originales de cette indépendance..  Bref, bonne fête de l'arbre à toutes et tous ! #niger  https://t.co/hVcoTMuks0",[],[],2,3,39,['niger'],https://twitter.com/abder2810/status/1290084831942959111,,,
1.28928E+18,1.28928E+18,2020-07-31 21:05:31 CEST,436896009,abder2810,Une pensée pour vous !  Vous qui êtes contraint de fêter loin de vos familles...  Que le seigneur vous assiste !  Votre Serviteur Oumarou Abdourahamane  https://t.co/Y6SKtJfouy,[],[],0,2,14,[],https://twitter.com/abder2810/status/1289276019862638593,,,
1.28924E+18,1.28924E+18,2020-07-31 18:29:39 CEST,436896009,abder2810,Bonne fête d'Aïd El Kebir à toute la communauté musulmane du Niger et du monde entier.  #AidElKebir #AidMubarak #Niger  https://t.co/MKA5BemOn4,[],[],0,0,13,"['aidelkebir', 'aidmubarak', 'niger']",https://twitter.com/abder2810/status/1289236793640984578,,,
1.28889E+18,1.28889E+18,2020-07-30 19:22:59 CEST,436896009,abder2810,Bonne fête du trône au peuple frère du Royaume du Maroc et à toute la communauté Marocaine au Niger sans oublier le personnel de l'Ambassade du Maroc au Niger.  @MarocDiplomatie @MarocTopNews #Maroc #Fete_du_Trone  https://t.co/vTEGUic1IH,"[{'screen_name': 'marocdiplomatie', 'name': 'maroc diplomatie 🇲🇦', 'id': '2535581429'}, {'screen_name': 'maroctopnews', 'name': 'maroc top news 🇲🇦', 'id': '71783170'}]",[],0,0,10,"['maroc', 'fete_du_trone']",https://twitter.com/abder2810/status/1288887830119358468,,,
1.28889E+18,1.28889E+18,2020-07-30 19:19:49 CEST,436896009,abder2810,Qu’Allah nous gratifie de tous les bonheurs et les récompenses de ce jour spécial et exceptionnel de la montée du mont Arafat.  Que le seigneur descende sa miséricorde sur notre pays et l'Afrique toutes entière.  Votre Serviteur Oumarou Abdourahamane  #niger #Afrique  https://t.co/NotC7AtgHp,[],[],1,1,16,"['niger', 'afrique']",https://twitter.com/abder2810/status/1288887030806720513,,,
1.28884E+18,1.28883E+18,2020-07-30 16:07:23 CEST,436896009,abder2810,@OmarTchiana @HamedBakayoko1 @Presidenceci @Gouvci Hambak!,[],[],0,0,4,[],https://twitter.com/abder2810/status/1288838604027056128,,,
1.28851E+18,1.28851E+18,2020-07-29 18:24:33 CEST,436896009,abder2810,"Toutes mes  félicitations à notre jeune frère Boubacar Soumana Haïnikoye, attaquant de notre équipe Nationale Mena , qui vient d'être sacré champion d'Algérie  pour la 2e fois avec son Club le CR Belouizdad  Bravo Champion ! Bonne chance pour la suite !  #Algerie #Niger  https://t.co/ckgm6lp5Qy",[],[],4,6,59,"['algerie', 'niger']",https://twitter.com/abder2810/status/1288510734431920129,,,
1.28814E+18,1.28814E+18,2020-07-28 17:41:39 CEST,436896009,abder2810,"28 juillet, Date anniversaire de la naissance du Commandanté Hugo Chavez ✊🏾  Joyeux anniversaire au ciel Commandanté  Votre Serviteur Oumarou Abdourahamane  https://t.co/ug5Of1VoGy",[],[],0,1,24,[],https://twitter.com/abder2810/status/1288137551384018946,,,
